season,player_name,position_x,team_x,espn_rank,pct_championship_rosters,adp_overall,draft_status,season_ppr_points,espn_category,narrative_label,explicitly_named_league_winner,reasoning_paraphrase,inclusion_rule,coverage_type,article_title,article_author,article_publication_date,article_url,extraction_confidence,ambiguity_notes,player_norm,player,name,position_y,team_y,mean_adp,median_adp,n_drafts,abs_diff,signed_diff
2025,Puka Nacua,WR,LAR,1,29.1,11.6,drafted,349.0,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,puka nacua,16211,"Nacua, Puka",WR,LAR,16.216666666666665,15.0,180,4.616666666666665,4.616666666666665
2025,Jaxon Smith-Njigba,WR,SEA,2,25.2,39.1,drafted,345.5,on_champion_roster_ranked_table,"dominant, consistent campaign",No,"dominant, consistent campaign",Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,jaxon smith-njigba,16185,"Smith-Njigba, Jaxon",WR,SEA,37.515337423312886,36.0,163,1.5846625766871156,-1.5846625766871156
2025,Bijan Robinson,RB,ATL,3,23.8,2.8,drafted,363.5,on_champion_roster_ranked_table,"stellar regular season, explosive playoff finish",No,"stellar regular season, explosive playoff finish",Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,bijan robinson,16161,"Robinson, Bijan",RB,ATL,3.2542372881355934,3.0,177,0.4542372881355936,0.4542372881355936
2025,Trey McBride,TE,ARI,4,22.4,27.1,drafted,302.4,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,trey mcbride,15794,"McBride, Trey",TE,ARI,34.73142857142857,34.0,175,7.631428571428572,7.631428571428572
2025,Christian McCaffrey,RB,SF,5,20.1,7.2,drafted,404.9,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,christian mccaffrey,13130,"McCaffrey, Christian",RB,SFO,9.59217877094972,9.0,179,2.3921787709497204,2.3921787709497204
2025,Drake Maye,QB,NE,8,18.0,125.1,drafted,336.22,on_champion_roster_ranked_table,breakthrough performer,No,breakthrough performer,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,drake maye,16580,"Maye, Drake",QB,NEP,114.95882352941176,118.0,170,10.141176470588235,-10.141176470588235
2025,Chase Brown,RB,CIN,10,17.1,25.7,drafted,263.6,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,chase brown,16181,"Brown, Chase",RB,CIN,24.4093567251462,23.0,171,1.2906432748537995,-1.2906432748537995
2025,Jonathan Taylor,RB,IND,11,16.9,18.3,drafted,356.4,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,jonathan taylor,14802,"Taylor, Jonathan",RB,IND,19.22222222222222,18.0,180,0.9222222222222207,0.9222222222222207
2025,De'Von Achane,RB,MIA,12,16.7,16.4,drafted,322.8,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,devon achane,16167,"Achane, De'Von",RB,MIA,21.900584795321638,20.0,171,5.50058479532164,5.50058479532164
2025,Josh Allen,QB,BUF,13,16.3,20.6,drafted,364.62,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,josh allen,13589,"Allen, Josh",QB,BUF,6.496598639455782,7.0,147,14.103401360544218,-14.103401360544218
2025,Chris Olave,WR,NO,14,15.8,97.0,drafted,268.0,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,chris olave,15754,"Olave, Chris",WR,NOS,78.98285714285714,77.0,175,18.017142857142858,-18.017142857142858
2025,Matthew Stafford,QB,LAR,15,15.7,159.9,drafted,323.72,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,matthew stafford,9431,"Stafford, Matthew",QB,LAR,151.86238532110093,158.0,109,8.037614678899075,-8.037614678899075
2025,Amon-Ra St. Brown,WR,DET,17,15.3,11.3,drafted,299.1,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,amon-ra st brown,15287,"St. Brown, Amon-Ra",WR,DET,10.655172413793103,10.0,174,0.6448275862068975,-0.6448275862068975
2025,Kyren Williams,RB,LAR,21,14.4,30.7,drafted,252.2,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,kyren williams,15710,"Williams, Kyren",RB,LAR,22.5989010989011,21.0,182,8.1010989010989,-8.1010989010989
